question_id,pt,section_num,section_type,question_num,passage_id,stem,choice_a,choice_b,choice_c,choice_d,choice_e,correct_answer,skills
pt85_s1_q13,85,1,RC,13,pt85_s1_p1,,The trailing edge of the slower-moving plate is subducted under the faster-moving plate.,The leading edge of the slower-moving plate is subducted under the faster-moving plate.,_ The trailing edge of the faster-moving plate is subducted under the slower-moving plate.,The leading edge of the faster-moving plate is subducted under the slower-moving plate.,The leading edge of the smaller plate is subducted under the larger plate.,D,inference
pt85_s1_q14,85,1,RC,14,pt85_s1_p1,"—eEVCE“ ee 24. Which one of the following, if true, would present the greatest challenge to the new proposal relating the amount of seismic activity to the type of collision between tectonic plates? °",Some regions where seismic activity is infrequent but subduction regularly occurs are regions in which the colliding plates move across the mantle in the same direction.,There are areas in which plates collide but in which there is little or no seismic activity.,"There are areas where a plate has descended at a shallow angle during subduction but where there have been few, if any, earthquakes.",_ The size of the plane of contact between colliding plates is related only to the angle at which subduction occurs.,There is an area where a plate descended at a steep angle during subduction but there has been little or no seismic activity.,A,inference
pt85_s1_q15,85,1,RC,15,pt85_s1_p1,"Based on the information in the passage, which one of the following sentences would most logically complete the last paragraph?","Depending on the relationship between plate velocity and mantle, there is always the possibility that plate velocity could increase.","The lower the level of subduction in an area, the greater the probability that any subduction there is occurring at a shallow angle.",Any region where subduction occurs could suffer an increase in the level of subduction and a consequent increase in seismic activity.,"Even at low levels, the process known as subduction inevitably results in a significant amount of seismic activity.","Even in such a region, a plate descending at a shallow angle is likely to cause a great deal of earthquake-producing friction.",D,inference
pt85_s1_q16,85,1,RC,16,pt85_s1_p1,"According to the information in the passage, which one of the following kinds of regions experiences the most earthquakes?",regions where the nature of the collision between plates is such that one plate descends sharply into the mantle,regions where resistance from the mantle during subduction is greatest,regions where subduction occurs at shallow angles,_ regions where there is the greatest amount of subduction,regions where plates are traveling in the same general direction Which one of the following statements regarding seismic activity can be inferred from the passage?,C,detail_function
pt85_s1_q17,85,1,RC,17,pt85_s1_p1,,Earthquakes are frequent in any zones where there is considerable motion of colliding plates in relation to the underlying mantle.,Earthquakes are equally likely to occur at any point along the plane of contact between two colliding plates.,"Seismic quiet zones are at particular risk due to the very gradual accumulation of energy, which gets released relatively infrequently.",No region can be identified as a subduction zone unless earthquakes occur there.,Earthquakes are more likely to result where there is a large plane of contact between plates during subduction.,E,inference
pt85_s2_q1,85,2,LR,1,,"2"" rN 26 Questions | | 1. Ullman: Plato argued that because of the harmful ways 3. Legislator: A foreign company is attempting to buy in which music can manipulate the emotions, societies need to put restrictions on the music their citizens hear. However, because musicians seek not to manipulate the emotions but to create beauty, this argument is misguided. Ullman’s argument is most vulnerable to criticism on the grounds that it fails to consider the possibility that (A) — what musicians intend their music to do and what it actually does are different (B) those with the power to censor music would not FerroMetal, a domestic iron-mining company. We should prohibit this sale. Since manufacturing is central to our economy, we need a dependable supply of iron ore. If we allow a foreign company to buy FerroMetal, we will have no grounds to stop foreign companies from buying other iron-mining companies. Soon foreigners will control most of the iron mining here, leaving our manufacturers at their mercy. The end result will be that our manufacturers will no longer be able to rely on a domestic supply of iron ore. censor other forms of expression (C) there are other, more convincing arguments for allowing the censorship of music (D) other forms of art have more potential to be (A) The argument draws a conclusion that simply harmful to society than music has restates a premise presented in support of (BE) artists who are trying to manipulate people’s that conclusion. Which one of the following most accurately describes a flaw in the reasoning of the legislator’s argument? emotions to control them are not likely to (B) The argument takes for granted that what is admit it true of one particular industry is true of industry in general. 2. Physician: A tax on saturated fat, which was intended to (C) The argument defends a practice solely on the reduce consumption of unhealthy foods, has been grounds that the practice is widely accepted. repealed after having been in effect for only (D) _ The argument presents a chain of possible seven months. The tax was apparently having consequences of a given event as if it were some undesirable and unintended consequences, the only possible chain of consequences of encouraging people to travel to neighboring that event. countries to purchase certain foods, for example. (E) The argument concludes that one event would Nonetheless, the tax should not have been cause a second event even though the second repealed so soon. event would have to precede the first. Which one of the following principles, if valid, most helps to justify the physician’s conclusion regarding the tax?",_ A tax on unhealthy foods should be implemented only if it can be known with a high degree of certainty that it will actually improve people’s health.,It is not possible to adequately gauge the impact of a tax intended to affect people’s health until the tax has been in effect for at least one year.,"Before any law intended to improve people’s health is implemented, all foreseeable negative consequences should be carefully considered.",A law intended to improve people’s health should be repealed if it is clear that most people are evading the law.,A tax on unhealthy foods should be applied only to those foods that are widely believed to be the most unhealthy.,A,principle_parallel
pt85_s2_q2,85,2,LR,2,,"a EE I 4. Food company engineer: I stand by my decision to order the dumping of small amounts. of chemicals into the local river even though there is some evidence that this material may pose health problems. I fish in the river myself and will continue to do so. Furthermore, I will have no problem if other food manufacturers do what our company does. The engineer’s reasoning most closely conforms to which one of the following principles?",One is justified in performing an act if other people are also planning to perform that kind of act.,One should always choose to act in a way that will benefit the greatest number of people.,One is justified in performing an act if one is willing to submit oneself to the consequences of that action performed by oneself or others.,One should never perform an act until one has fully analyzed all the ways in which that act could impact others.,One has the right to perform an act as long as that act does not harm anyone else.,B,principle_parallel
pt85_s2_q3,85,2,LR,3,,"Political strategist: Clearly, attacking an opposing candidate on philosophical grounds is generally more effective than attacking the details of the opponent’s policy proposals. A philosophical attack links an opponent’s policy proposals to an overarching ideological scheme, thereby telling a story and providing context. This makes the attack emotionally compelling. Which one of the following is an assumption required by the political strategist’s argument?",The stories that people are most likely to remember are those that are emotionally compelling.,Political attacks that are emotionally compelling are generally more effective than those that are not.,Political attacks that tell a story are able to provide more context than those that do not.,Voters are typically uninterested in the details of candidates’ policy proposals.,Most candidates’ policy proposals are grounded in an overarching ideological scheme. aA * Michaela: I think doctors who complain about patients doing medical research on the Internet are being a little unfair. It seems only natural that a patient would want to know as much as possible about his or her condition. Sam: It is not unfair. Doctors have undergone years of training. How can you maintain that a doctor’s opinion is not worth more than something an untrained person comes up with after searching the Internet? Sam’s response indicates that he interpreted Michaela’s remarks to mean that,D,assumption
pt85_s2_q4,85,2,LR,4,,,health information found on the Internet is trustworthy,__ the opinion of a patient who has done Internet research on his or her condition should have at least as much weight as the opinion of a doctor,the opinion of a patient’s own doctor should not be given more weight than the opinions of doctors published on websites,a doctor’s explanation of a patient’s symptoms should be taken more seriously than the patient’s own view of his or her symptoms,"patients who do not research their conditions on | the Internet give their doctors’ opinions more | | | | consideration Principle: People should not feed wild animals because it makes them dependent on humans and less likely to survive on their own. Situation: Bird lovers commonly feed wild birds to attract them to their yards and gardens. Which one of the following, if assumed, would most help to justify treating the human feeding of wild birds as an exception to the principle above?",C,inference
pt85_s2_q5,85,2,LR,5,,,Congregating around human bird feeders makes wild birds more vulnerable to predators and diseases.,Some species of wild birds benefit humans by consuming large numbers of mosquitoes and other insect pests.,Wild birds are much more likely to congregate in yards where they are fed than in yards where they are not fed.,Most bird lovers are very active in efforts to preserve the habitats of threatened species of wild birds and other animals.,Human settlement is so pervasive in the habitat of most wild birds that they must depend in part on human sources of food for survival.,B,inference
pt85_s2_q6,85,2,LR,6,,"| | | a a a 8. Normally, political candidates send out campaign material in order to influence popular opinion. But the recent ads for Ebsen’s campaign were sent to too few households to serve this purpose effectively, The ads were evidently sent out to-test their potential to influence popular opinion. They covered a wide variety of topics, and Ebsen’s campaign has been spending heavily on follow-up to gauge their effect on recipients. Which one of the following most accurately expresses the conclusion drawn in the argument above?","Normally, political candidates send out campaign material to influence popular opinion.",The recent ads for Ebsen’s campaign were sent to too few households to influence popular opinion effectively.,The recent ads for Ebsen’s campaign were sent out to test their potential to influence popular opinion.,_ The recent ads for Ebsen’s campaign covered a wide variety of topics.,Ebsen’s campaign has been spending heavily on follow-up surveys to gauge the ads’ effect on recipients.,B,inference
pt85_s2_q7,85,2,LR,7,,"Last year, pharmaceutical manufacturers significantly increased the amount of money they spent promoting new drugs, which they do mainly by sending sales representatives to visit physicians in their offices. However, two years ago there was an average of 640 such visits per representative, whereas last year that figure fell to 501. So the additional promotion must have been counterproductive, making physicians less ll. willing to receive visits by pharmaceutical sales representatives. Which one of the following, if true, most weakens the argument?",Most pharmaceutical manufacturers increased the size of their sales forces so that their sales representatives could devote more time to each physician.,Physicians who receive visits from pharmaceutical sales representatives usually accept free samples of medication from the representatives’ companies.,— Most pharmaceutical companies did not increase the amount of money they spend promoting drugs through advertising targeted directly at consumers.,Most physicians who agree to receive a visit from a pharmaceutical sales representative will see that representative more than once during a given year.,"The more visits a physician receives from a pharmaceutical sales representative, the more likely he or she is to prescribe drugs made by that representative’s company.",E,strengthen_weaken
pt85_s2_q8,85,2,LR,8,,"Archaeologist: The extensive network of ancient tracks on the island of Malta was most likely created through erosion caused by the passage of wheeled vehicles. Some researchers have suggested that the tracks were in fact manually cut to facilitate the passage of carts, citing the uniformity in track depth. However, this uniformity is more likely indicative of wheel diameter: Routes were utilized until tracks eroded to a depth that made vehicle passage impossible. Which one of the following is the overall conclusion of the archaeologist’s argument?",The extensive network of ancient tracks on the island of Malta was most likely created through erosion caused by the passage of wheeled vehicles.,Some researchers have suggested that the ancient tracks on the island of Malta were in fact manually cut to facilitate the passage of carts.,Some researchers cite the uniformity of the depth of the ancient tracks on the island of Malta to support the suggestion that they were manually cut.,The uniformity of depth of the ancient tracks on the island of Malta is probably indicative of the wheel diameter of the carts that passed over them.,"The ancient tracks on the island of Malta were utilized until they eroded to a depth that made vehicle passage impossible. The goal of reforesting degraded land is to create an area with a multitude of thriving tree species. But some experienced land managers use a reforesting strategy that involves planting a single fast-growing tree species. Which one of the following, if true, most helps to resolve the apparent discrepancy in the information above?",C,inference
pt85_s2_q9,85,2,LR,9,,,Tree species that require abundant sunlight tend to grow quickly on degraded land.,An area with a multitude of thriving tree species tends to be more aesthetically pleasing than an area with only a single tree species.,The reforestation of degraded land is generally unsuccessful unless the land is planted with tree species that are native to the area designated for reforestation.,The growth of trees attracts wildlife whose activities contribute to the dispersal of a large variety of tree seeds from surrounding areas.,The process of reforesting degraded sites is time consuming and labor intensive.,A,inference
pt85_s2_q10,85,2,LR,10,,"An independent computer service company tallied the 14, service requests it receives for individual brands of personal computers. It found that, after factoring in each brand’s market share, KRV brand computers had the largest proportion of service requests, whereas ProBit brand computers had the smallest proportion of service requests, Obviously, ProBit is the more reliable personal computer brand. Which one of the following, if true, most seriously weakens the argument?",The proportions of service requests for the other computer brands in the tally were clustered much closer to the ProBit level of service requests than to the KRV level.,"For some computer brands, but not for others, most service requests are made to the manufacturer’s service department rather than to an independent service company.",The company that did the tally receives more service requests for ProBit brand computers than does any other independent computer service company.,The computer brands covered in the computer service company’s tally differ greatly with respect to their market share.,"ProBit has been selling personal computers for many more years than has KRV. When scientific journals began to offer full online 15. access to their articles in addition to the traditional printed volumes, scientists gained access to more journals and easier access to back issues. Surprisingly, this did not lead to a broader variety of articles being cited in new scientific articles. Instead, it led to a greater tendency among scientists to cite the same articles that their fellow scientists cited. Which one of the following, if true, most helps to explain the surprising outcome described above?",A,strengthen_weaken
pt85_s2_q11,85,2,LR,11,,,_ A few of the most authoritative scientific journals were among the first to offer full online access to their articles.,Scientists who wrote a lot of articles were the most enthusiastic about accessing journal articles online.,"Scientists are more likely to cite articles by scientists that they know than they are to cite articles by scientists they have never met, even if the latter are more prominent.",Several new scientific journals appeared at roughly the same time that full online access to scientific articles became commonplace.,"Online searching made it easier for scientists to identify the articles that present the most highly regarded views on an issue, which they prefer to cite. Researcher: People are able to tell whether a person is extroverted just by looking at pictures in which the person has a neutral expression. Since people are also able to tell whether a chimpanzee behaves dominantly just by looking at a picture of the chimpanzee’s expressionless face, and since both humans and chimpanzees are primates, we conclude that this ability is probably not acquired solely through culture but rather as a result of primate biology. Which one of the following, if true, most strengthens the researcher’s argument?",D,inference
pt85_s2_q12,85,2,LR,12,,,"People are generally unable to judge the dominance of bonobos, which are also primates, by looking at pictures of them.",People are able to identify a wider range of personality traits from pictures of other people than from pictures of chimpanzees.,Extroversion in people and dominant behavior in chimpanzees are both indicators of a genetic predisposition to assertiveness.,Any common ancestor of humans and chimpanzees would have to have lived over 7 million years ago.,"Some of the pictures of people used in the experiments were composites of several different people. All the apartments on 20th Avenue are in old houses. However, there are twice as many apartments on 20th Avenue as there are old houses. Therefore, most old houses on 20th Avenue contain more than one apartment. The reasoning in the argument above is most vulnerable to criticism on the grounds that the argument",B,inference
pt85_s2_q13,85,2,LR,13,,,_ overlooks the possibility that some of the buildings on 20th Avenue are not old houses,draws a conclusion that simply restates one of the premises offered in support of the conclusion,fails to consider the possibility that some buildings on 20th Avenue may offer types of rental accommodation other than apartments,confuses a condition whose presence would be sufficient to ensure the truth of the argument’s conclusion with a condition whose presence is required in order for the conclusion to be true,fails to address the possibility that a significant number of old houses on 20th Avenue contain three or more apartments,E,inference
pt85_s2_q14,85,2,LR,14,,"Scientist: An orbiting spacecraft detected a short-term spike in sulfur dioxide in Venus’s atmosphere. Volcanoes are known to cause sulfur dioxide spikes in Earth’s atmosphere, and Venus has hundreds of mountains that show signs of past volcanic activity. But we should not conclude that volcanic activity caused the spike on Venus. No active volcanoes have been identified on Venus, and planetary atmospheres are known to undergo some cyclical variations in chemical composition. Which one of the following, if true, most weakens the scientist’s argument?",Conditions on Venus make it unlikely that any instrument targeting Venus would detect a volcanic eruption directly.,Evidence suggests that there was a short-term spike in sulfur dioxide in Venus’s atmosphere 30 years earlier.,Levels of sulfur dioxide have been higher in ‘Venus’s atmosphere than in Earth’s atmosphere over the long term.,_ Traces of the sulfur dioxide from volcanic eruptions on Earth are detectable in the atmosphere years after the eruptions take place.,Most instances of sulfur dioxide spikes in the Earth’s atmosphere are caused by the burning of fossil fuels.,C,strengthen_weaken
pt85_s2_q15,85,2,LR,15,,"Increasing the electrical load carried on a transmission line increases the line’s temperature, and too great a load | will cause the line to exceed its maximum operating ' temperature. The line’s temperature is also affected by wind speed and direction: Strong winds cool the line more than light winds, and wind blowing across a line cools it more than does wind blowing parallel to it. Which one of the following is most strongly supported by the information above?",Electrical utility companies typically increase the electrical load on their transmission lines on days on which the wind has a strong cooling effect.,Transmission lines that run parallel to the prevailing winds can generally carry greater electrical loads than otherwise identical lines at a right angle to the prevailing winds.,The electrical load that a transmission line can carry without reaching its maximum operating temperature increases when the wind speed increases.,Air temperature has less effect on the temperature of a transmission line than wind speed does.,"The maximum operating temperature of a transmission line is greater on windy days than on calm days. In grasslands near the Namib Desert there are “fairy circles” —large, circular patches that are entirely devoid of vegetation. Since sand termite colonies were found in every fairy circle they investigated, scientists hypothesize that it is the burrowing activities of these termites that cause the circles to form. Which one of the following, if true, most supports the scientists’ hypothesis?",E,inference
pt85_s2_q16,85,2,LR,16,,,Dying grass plants within newly forming fairy circles are damaged only at the roots.,The grasses that grow around fairy circles are able to survive even the harshest and most prolonged droughts in the region.,The soil in fairy circles typically has higher water content than the soil in areas immediately outside the circles.,_ Fairy circles tend to form in areas that already have numerous other fairy circles.,Species of animals that feed on sand termites are often found living near fairy circles.,A,inference
pt85_s2_q17,85,2,LR,17,,"Munroe was elected in a landslide. It is impossible for Munroe to have been elected without both a fundamental shift in the sentiments of the electorate and a well-run campaign. Thus, one cannot avoid the conclusion that there has been a fundamental shift in the sentiments of the electorate. Which one of the following arguments is most closely parallel in its reasoning to the argument above? (A) _ The Park Street Cafe closed this year even though its customer base was satisfied. So, because its customer base was satisfied, the only conclusion one can draw is that the Park Street Cafe closed because it was facing strong competition. (B) The Park Street Cafe closed this year. So we must conclude that the Park Street Cafe was facing strong competition, since it would not have closed unless it was true both that it was facing strong competition and that its customer base was unsatisfied. (C) No one can argue that the Park Street Cafe closed this year because its customer base was not satisfied. Even if its customer base was not satisfied, the Park Street Cafe would have closed only if it was facing strong competition. (D) _ The Park Street Cafe closed this year. There was no reason for it to remain open if it was facing strong competition and had an unsatisfied customer base. So one cannot rule out the possibility that it was both facing strong competition and had an unsatisfied customer base. (£) The Park Street Cafe closed this year. In order to stay open, it needed a lack of competition and it needed a satisfied customer base. Because it had neither, the unavoidable conclusion is that the Park Street Cafe could not have stayed open this year. 21. For pollinating certain crops such as cranberries, bumblebees are far more efficient than honeybees. This is because a bumblebee tends to visit only a few plant species in a limited area, whereas a honeybee generally flies over a much broader area and visits a wider variety of species. Which one of the following is most strongly supported by the information above?","Ifa honeybee visits a wider variety of plant species than a bumblebee visits, the honeybee will be less efficient than the bumblebee at pollinating any one of those species.",The number of plant species other than cranberries that a bee visits affects the efficiency with which the bee pollinates cranberries.,"The broader an area a bee flies over, the smaller the number of plant species that bee will be able to visit.",Cranberries are typically found concentrated in limited areas that bumblebees are more likely than honeybees ever to visit.,"The greater the likelihood of a given bee species visiting one or more plants in a given cranberry crop, the more efficient that bee species will be at pollinating that crop. Economist: Currently the interest rates that banks pay to borrow are higher than the interest rates that they can receive for loans to large, financially strong companies. Banks will not currently lend to companies that are not financially strong, and total lending by banks to small and medium-sized companies is less than it was five years ago. So total bank lending to companies is less than it was five years ago. The economist’s conclusion follows logically if which one of the following is assumed?",C,principle_parallel
pt85_s2_q18,85,2,LR,18,,,_ Banks will not lend money at interest rates that are lower than the interest rates they pay to borrow.,Most small and medium-sized companies were financially stronger five years ago than they are now.,"Five years ago, some banks would lend to companies that were not financially strong.",The interest rates that banks currently pay to borrow are higher than the rates they paid five years ago.,"The interest rates that small and medium-sized companies pay to borrow are higher than those paid by large, financially strong companies.",A,inference
pt85_s2_q19,85,2,LR,19,,"Counselor: To be kind to someone, one must want that person to prosper. Yet, even-two people who dislike each other may nevertheless treat each other with respect. And while no two people who dislike each other can be fully content in each other’s presence, any two people who do not dislike each other will be kind to each other. If the counselor’s statements are true, then which one of the following must be false?",Some people who like each other are not fully content in each other’s presence.,Some people who are fully content in each other’s presence do not want each other to prosper.,Some people who treat each other with respect are not fully content in each other’s presence.,Some people who want each other to prosper dislike each other.,"Some people who are kind to each other do not treat each other with respect. A gram of the artificial sweetener aspartame is much sweeter than a gram of sugar. Soft drinks that are sweetened with sugar are, of course, sweet, so those sweetened with aspartame must be even sweeter. Thus people who regularly drink soft drinks sweetened with aspartame will develop a preference for extremely sweet products. Which one of the following arguments exhibits flawed reasoning that is most similar to flawed reasoning in the argument above?",B,inference
pt85_s2_q20,85,2,LR,20,,,"People sometimes develop a preference for foods that they initially disliked. So if you dislike a new food, then you will eventually develop a preference for it.","— Most people own more books than televisions. Moreover, it takes longer to read a book than to watch an episode of a television show. So most people must spend more time reading than they do watching television.","Joe’s piggy bank has only pennies in it, and Maria’s has only nickels. Nickels are worth much more than pennies. It therefore follows that there is more money in Maria’s piggy bank than in Joe’s.",Stephanie likes hot summer weather much more than Katherine does. So the place where Stephanie grew up must have had more days of hot summer weather than the place where Katherine grew up.,"Guillermo has a much shorter drive to work than Abdul does. So Guillermo’s estimate of the average commute for workers in the country as a whole is likely to be lower than Abdul’s estimate. r 2 2 24, Economist: If minimum wage levels are low, employers have a greater incentive to hire more workers than to buy productivity-enhancing new technology. As a result, productivity growth, which is necessary for higher average living standards, falls off. Conversely, high minimum wage levels result in higher productivity. Thus, raising our currently low minimum wage levels would improve the country’s overall economic health more than any hiring cutbacks triggered by the raise would harm it. Which one of the following, if true, most strengthens the economist’s argument?",B,inference
pt85_s2_q21,85,2,LR,21,,"A) (B) (©) (D) () Productivity growth in a country usually leads to an eventual increase in job creation. The economist’s country has seen a slow but steady increase in its unemployment rate over the last decade. A country’s unemployment rate is a key factor in determining its average living standards. The economist’s country currently lags behind other countries in the development of new technology. Productivity-enhancing new technology tends to quickly become outdated. 25. Mayor: Periodically an ice cream company will hold a free ice cream day as a promotion. Showing up may not cost you any money, but it sure does cost you time. We learn from this that when something valuable costs no money you get overconsumption and long lines. Currently, those who drive to work complain about the congestion they face in their rush-hour commutes. What is needed is a system for charging people for the use of roads during rush hour. Then rush hour congestion will abate. The claim that when something vaiuable costs no money you get overconsumption and long lines plays which one of the following roles in the mayor’s argument?",_ It is a hypothesis that is rejected in favor of the hypothesis stated in the argument’s overall conclusion.,It is a concession made to those who dispute an analogy drawn in the argument.,"It helps establish the importance of the argument’s overall conclusion, but is not offered as evidence for that conclusion.",It is a general claim used in support of the argument’s overall conclusion.,It is the overall conclusion of the argument.,A,flaw_method
pt85_s3_q1,85,3,LR,1,,"Researchers put two electrodes in a pool that a dolphin 3. Dario: The government should continue to grant patents swam in. When the dolphin swam near the electrodes, the researchers would sometimes create a weak electric field by activating the electrodes. The dolphin would swim away if the electrodes were activated; otherwise it acted normally. The researchers then placed a plastic shield over small organs called vibrissal crypts located on the dolphin’s snout. With the crypts covered, the dolphin no longer swam away when the electrodes were activated. The statements above, if true, most strongly support which one of the following?","In the wild, dolphins sometimes encounter strong electric fields.",Vibrissal crypts enable dolphins to sense electric fields.,"Dolphins do not instinctually avoid electric fields, but they can be trained to do so.",Electric fields interfere with the normal functioning of dolphins’ vibrissal crypts.,"Under normal circumstances, dolphins are unable to sense electric fields.",B,inference
pt85_s3_q2,85,3,LR,2,,"Ina study of honesty conducted in various retail stores, customers who paid in cash and received change were given an extra dollar with their change. Few people who received an extra dollar returned it. So, among those who received an extra dollar, most behaved dishonestly. The answer to which one of the following questions would most help in evaluating the argument?",__ Did those who received an extra dollar count their change?,What percentage of the retail transactions studied were cash transactions?,Would the people who returned the extra dollar describe themselves as honest?,Did the people who returned the extra dollar suspect that it was given to them intentionally?,"Does increasing the extra change to five dollars have an effect on people’s behavior? for all new drug compounds. Patents promote innovation by rewarding pharmaceutical companies for undertaking the costly research needed to develop new drugs. Cynthia: Promoting innovation is certainly important. For this reason, patents should be granted only for truly innovative drugs, not for minor variants of previously existing drugs. Since it is much less expensive to tweak an existing drug than to develop a wholly new one, pharmaceutical companies tend to focus primarily on the cheaper alternative. Dario and Cynthia disagree over whether",A,inference
pt85_s3_q3,85,3,LR,3,,,pharmaceutical companies should be rewarded for pursuing innovation,patents should be granted for all drug compounds,developing truly innovative drugs is costly,pharmaceutical companies have an incentive to create minor variants of existing drugs,"drug patents can promote innovation There are only two possible reasons that it would be wrong to engage in an activity that causes pollution: because pollution harms ecosystems, which are valuable in themselves; or, ecosystems aside, because pollution harms human populations. Either way, it would not be wrong to perform mining operations on Mars. Although doing so would pollute Mars, the small human presence needed to run the mining operation would be completely protected from the Martian environment and would suffer no harm. The conclusion drawn above follows logically if which one of the following is assumed?",B,inference
pt85_s3_q4,85,3,LR,4,,,Mining creates less pollution than many other human activities.,There are no ecosystems on Mars. .,The economic benefits of mining on Mars would outweigh its costs.,It is technologically feasible to perform mining operations on Mars.,"The more complex an ecosystem is, the more valuable it is.",B,inference
pt85_s3_q5,85,3,LR,5,,"A person with low self-esteem will be treated disrespectfully more often than will a person with high self-esteem. Moreover, a recent experiment found that, when people with low self-esteem and those with high self-esteem are both confronted with the same treatment by others, people with low self-esteem are much more likely to feel that they have been treated disrespectfully. Thus, : Which one of the following most logically completes the argument?",people with low self-esteem are usually right when they think they have been treated disrespectfully,_ being treated disrespectfully tends to cause a person to develop lower self-esteem,"if an individual has been treated disrespectfully, it is probably because the individual was perceived to have low self-esteem",people with low self-esteem more frequently think that they are being treated disrespectfully than do people with high self-esteem,"a person with low self-esteem will be more inclined to treat others disrespectfully than will a person with high self-esteem Watanabe: To protect the native kokanee salmon in the lake, we must allow fishing of native trout. Each mature trout eats about 250 mature kokanee annually. Lopez: The real problem is mysis shrimp, which were originally introduced into the lake as food for mature kokanee; but mysis eat plankton—young kokanees’ food. The young kokanee are starving to death. So eradicating the shrimp is preferable to allowing trout fishing. Which one of the following principles, if valid, most strongly supports Lopez’s conclusion?",D,inference
pt85_s3_q6,85,3,LR,6,,,Eliminating a non-native species from a habitat in which it threatens a native species is preferable to any other method of protecting the threatened native species.,"— When trying to protect the food supply of a particular species, it is best to encourage the method that will have the quickest results, all else being equal.",The number of species in a given habitat should not be reduced if at all possible.,No non-native species should be introduced into a habitat unless all the potential effects of that introduction have been considered.,"When seeking to increase the population of a given species, it is most important that one preserve the members of the species who are in the prime reproductive stage of their lives. Tf rational-choice theory is correct, then people act only in ways that they expect will benefit themselves. But this means that rational-choice theory cannot be correct, because plenty of examples exist of people acting in ways that result in no personal benefit whatsoever. The argument above is most vulnerable to criticism on the grounds that it",A,inference
pt85_s3_q7,85,3,LR,7,,,assumes as a premise the contention the argument purports to establish,concludes that a theory is false merely on the grounds that the evidence for it is hypothetical,takes for granted that people who are acting in ways that are personally beneficial expected that their actions would be personally beneficial,"presumes, without justification, that examples of people acting in ways that are not personally beneficial greatly outnumber examples of people acting in ways that are personally beneficial","fails to consider that people acting in ways that result in no personal benefit may nonetheless have expected that acting in those ways would produce personal benefit Winds, the movement of gases in the atmosphere of a planet, are ultimately due to differences in atmospheric temperature. Winds on Earth are the result of heat from the Sun, but the Sun is much too far away from Jupiter to have any significant impact on the temperature of Jupiter’s atmosphere. Nevertheless, on Jupiter winds reach speeds many times those of winds found on Earth. Which one of the following, if true, most helps to explain the facts cited above about Jupiter and its winds?",E,inference
pt85_s3_q8,85,3,LR,8,,,"— Unlike Earth, Jupiter’s atmosphere is warmed by the planet’s internal heat source.",__ Jupiter’s atmosphere is composed of several gases that are found in Earth’s atmosphere only in trace amounts.,Gaseous planets such as Jupiter sometimes have stronger winds than do rocky planets such as Earth.,There are more planets that have winds stronger than Earth’s than there are planets that have winds weaker than Earth’s.,Planets even farther from the Sun than Jupiter are known to have atmospheric winds.,A,inference
pt85_s3_q9,85,3,LR,9,,"Until recently it was widely believed that-only a limited number of species could reproduce through parthenogenesis, reproduction by, a female alone. But lately, as interest in the topic has increased, parthenogenesis has been-found in a variety of unexpected cases, including sharks and Komodo dragons. So the number of species that can reproduce through parthenogenesis must be increasing. The reasoning in the argument is most vulnerable to criticism on the grounds that the argument",equates mere interest in a subject with real understanding of that subject,"__ takes for granted that because one thing follows another, the one must have been caused by the other",takes ignorance of the occurrence of something as conclusive evidence that it did not occur,_ overlooks a crucial difference between two situations that the argument presents as being similar,"presumes that because research is new it is, on that basis alone, better than older research Physician: Clinical psychologists who are not also doctors with medical degrees should not be allowed to prescribe psychiatric medications. Training in clinical psychology includes at most a few hundred hours of education in neuroscience, physiology, and pharmacology. In contrast, doctors with medical degrees must receive years of training in these fields before they are allowed to prescribe psychiatric medications. Which one of the following principles, if valid, would most help to justify the reasoning in the physician’s argument?",C,flaw_method
pt85_s3_q10,85,3,LR,10,,,Clinical psychologists who are also doctors with medical degrees should be allowed to prescribe psychiatric medications.,Doctors without training in clinical psychology should not be allowed to prescribe psychiatric medications.,"No one without years of training in neuroscience, physiology, and pharmacology should be allowed to prescribe psychiatric medications.","The training in neuroscience, physiology, and pharmacology required for a medical degree is sufficient for a doctor to be allowed to prescribe psychiatric medications.","Clinical psychologists should receive years of training in neuroscience, physiology, and pharmacology. Lobbyist: Those who claim that automobile exhaust emissions are a risk to public health are mistaken. During the last century, as automobile exhaust emissions increased, every relevant indicator of public health improved dramatically rather than deteriorated. The flaw in the lobbyist’s reasoning can most effectively be demonstrated by noting that, by parallel reasoning, we could conclude that",C,inference
pt85_s3_q11,85,3,LR,11,,,inspecting commercial airplanes for safety is unnecessary because the number of commercial airplane crashes has decreased over the last decade,smoking cigarettes is not bad for one’s health because not all cigarette smokers get smoking-related illnesses,using a cell phone while driving is not dangerous because the number of traffic accidents has decreased since the invention of the cell phone,_ skydiving is not dangerous because the number of injuries to skydivers has decreased in recent years,"people with insurance do not need to lock their doors because if anything is stolen the insurance company will pay to replace it A recently discovered fossil, which is believed by some to come from Archaeoraptor liaoningensis, a species of dinosaur, can serve as evidence that birds evolved from dinosaurs only if the entire fossil is from a single animal. However, the fossil is a composite of bones collected from various parts of the discovery site, so it does not provide evidence that birds evolved from dinosaurs. The conclusion drawn in the argument follows logically if which one of the following is assumed?",C,inference
