id,category,difficulty,stem,opt_a,opt_b,opt_c,opt_d,correct,case,rule_id,prong,explanation,tags,daily_eligible
roa-220,roa,4,Bush v. Lucas declined to recognize Bivens because the federal civil-service remedial scheme provided adequate alternative review. The Court emphasized:,The civil-service scheme provided full damages equivalent to Bivens,Congress's careful construction of the civil-service scheme indicated that this — not Bivens — was the intended remedy,Federal employees implicitly waive Bivens by accepting government employment,First Amendment retaliation is not a Bivens-cognizable harm,b,bush-lucas,,,Bush v. Lucas: when Congress has crafted a comprehensive remedial scheme — even one that lacks compensatory damages — the implication is that further remedies are not warranted.,bush-lucas;alternative,false
imm-211,imm,3,Ex parte Young permits federal-court suits against state officers for:,"Both prospective and retroactive relief, with appropriate clear-statement abrogation",Prospective injunctive relief to halt ongoing constitutional violations,Retroactive damages against the state treasury,State-law violations where federal jurisdiction is otherwise proper,b,expaul,ex-parte-young,,Ex parte Young's narrow lane: prospective relief only. Edelman bars retroactive damages from the state treasury; Pennhurst bars state-law enforcement.,young;black-letter,false
imm-212,imm,4,A plaintiff successfully sues a state official under Ex parte Young and obtains an injunction. The injunction has the practical effect of compelling the state to pay $5M in back wages. Under Edelman v. Jordan:,The injunction is permissible if § 1983 abrogates state immunity for back wages,"The retroactive monetary aspect violates the 11th Amendment, even though styled as prospective compliance","The injunction is permissible because it operates against the official, not the state directly",The injunction is permissible only if the back wages exceed a de minimis threshold,b,edelman,,,"Edelman: Young permits prospective relief but bars retroactive monetary relief from the state treasury, even when styled as compliance.",edelman;remedy,false
imm-213,imm,4,A federal-court plaintiff seeks to enjoin a state mental-health official from continuing to violate state-law standards governing institutional care. Under Pennhurst v. Halderman:,No Ex parte Young suit lies because federal courts cannot use Young to enforce state law against state officials,Pennhurst was effectively overruled by Will v. Michigan State Police,"Pennhurst applies only to suits seeking damages, not injunctive relief",Federal courts may enforce state law against state officials whenever a federal-law claim is also pleaded,a,pennhurst,,,Pennhurst: Ex parte Young is for federal-law enforcement; using it to enforce state law against state officials would intrude on state sovereignty.,pennhurst;state-law,false
imm-214,imm,3,Seminole Tribe v. Florida holds that Article I powers cannot abrogate state sovereign immunity. The decision rests on:,States' implied consent to Article I jurisdiction at ratification,Federalism's anti-commandeering principles,11A's textual penumbra and the structural premise that states retain SSI absent constitutional alteration,Express § 5 authorization required for any abrogation,c,seminole,seminole-abrog,,Seminole Tribe: 11A's penumbra (Hans) and the structural premise of state sovereignty bar Article I abrogation. § 5 (Fitzpatrick) provides the abrogation route.,seminole;rationale,false
imm-215,imm,4,Nevada Department of Human Resources v. Hibbs upheld FMLA's family-care provision as a valid § 5 abrogation. The Court emphasized:,Neither; the Court found § 5 abrogation generally valid,The 'congruence and proportionality' between the perceived constitutional violation and the legislative remedy,The history of sex discrimination in family leave that Congress sought to remedy,Both of the above,c,hibbs,seminole-abrog,,Hibbs upheld FMLA family-care provisions citing the historical record of sex discrimination Congress documented; congruence and proportionality were satisfied.,hibbs;abrogation,false
imm-216,imm,4,Tennessee v. Lane held Title II of the ADA validly abrogates SSI as applied to:,All disability-discrimination cases against states,Cases where the state has accepted federal disability-related funds,Only public-employment disability cases,"Cases involving fundamental rights, such as access to courts",d,lane,seminole-abrog,,Lane: Title II abrogation is valid as applied to fundamental-rights cases (access to courts being the paradigm). The Court declined to address all-cases application.,lane;ada,false
imm-217,imm,4,"Central Virginia Community College v. Katz upheld bankruptcy proceedings against state interests, reasoning:",Bankruptcy is a public-rights matter outside state immunity,States consented to bankruptcy jurisdiction in the plan of the constitutional convention,The Bankruptcy Clause is later in time than the 11th Amendment,§ 5 of the 14th Amendment was implicitly extended by ratification,b,katz,plan-conv,,Katz: ratification of the Bankruptcy Clause implicitly waived state immunity for bankruptcy proceedings — the 'plan of convention' theory.,katz;plan-of-convention,false
imm-218,imm,4,Torres v. Texas Department of Public Safety extended plan-of-convention reasoning to:,Suits enforcing federal admiralty law against state actors,Suits enforcing the Spending Clause as applied to states,Suits enforcing federal employment protections under congressional war powers,Suits enforcing the Equal Protection Clause directly,c,torres,plan-conv,,Torres: USERRA suits against states are permitted under the war-powers branch of plan-of-convention abrogation.,torres;abrogation,false
imm-219,imm,3,Monroe v. Pape held that § 1983 reaches state officials who:,"Act under color of state law, even when their conduct violates state law",Act within the scope of authority granted by state law,Act jointly with federal officials,Act in their official capacity rather than personal,a,monroe,,,Monroe: 'under color of state law' includes abuses of authority. § 1983 reaches officers who misuse their position even contrary to state law.,monroe;color,false
imm-220,imm,4,A county prosecutor authorizes a particular police entry into a doctor's office; the entry is later held unconstitutional. Under Pembaur v. Cincinnati:,The single decision constitutes county 'policy' if the prosecutor was the final policymaker on the issue,Only the prosecutor personally is liable; municipal liability does not attach,The county is shielded by sovereign immunity for individual prosecutorial decisions,The county is liable only if a pattern of similar decisions exists,a,pembaur,monell-mun,,Pembaur: a single decision by a final policymaker can constitute Monell 'policy' for § 1983 municipal liability.,pembaur;policymaker,false
hab-211,hab,4,A federal habeas petition contains both exhausted and unexhausted claims (a 'mixed petition'). Under Rose v. Lundy and § 2254(b):,The court remands the entire petition to state court,"The court severs and dismisses only the unexhausted claims, retaining the exhausted ones","The court reaches the merits of all claims, treating exhaustion as procedural",The federal court should typically dismiss the petition without prejudice or stay it pending exhaustion,d,,,,Rose v. Lundy: mixed petitions are dismissed without prejudice. Modern stay-and-abeyance procedures (Rhines v. Weber) provide an alternative for protecting AEDPA SOL.,aedpa;mixed-petition,false
hab-212,hab,5,A state court applies Crawford v. Washington but reaches a result opposite the Supreme Court's on materially indistinguishable facts. Under § 2254(d)(1):,The state-court interpretation of Crawford is binding on the federal court,The state-court decision is 'contrary to' clearly established federal law and federal habeas relief is available,The state-court decision involved an 'unreasonable application' but federal habeas relief still requires AEDPA deference,The federal court must defer to the state-court factual interpretation,b,williams-taylor,aedpa-2254d,,Williams v. Taylor: 'contrary to' captures cases where the state court reaches the opposite result on materially indistinguishable facts.,williams;contrary-to,false
hab-213,hab,5,A state court correctly identifies Strickland v. Washington as the governing rule for ineffective-assistance claims. The state court then applies Strickland in a way no fairminded jurist could agree with. Under § 2254(d)(1):,The state-court decision involved an 'unreasonable application' of clearly established federal law,The state-court decision was 'contrary to' clearly established federal law,The federal court must remand for state-court reconsideration,The state-court decision is shielded under AEDPA's deferential standard,a,williams-taylor,aedpa-2254d,,Williams v. Taylor: 'unreasonable application' captures cases where the state court chose the right rule but applied it unreasonably (Richter — no fairminded jurist could agree).,williams;unreasonable,false
hab-214,hab,4,A federal habeas petitioner seeks to introduce new evidence in federal court showing trial counsel was ineffective. The state court adjudicated the IATC claim on the merits without permitting discovery. Under Cullen v. Pinholster:,The federal court must conduct an evidentiary hearing to ensure full and fair review,§ 2254(d)(1) review is limited to the record before the state court at the time of its merits adjudication,New evidence is admissible if the petitioner can show diligent state-court development,§ 2254(d)(2) factual review is also required before granting relief,b,pinholster,aedpa-2254d,,"Pinholster: when § 2254(d)(1) applies, federal review is limited to the state-court record. Discovery on AEDPA review is sharply curtailed.",pinholster;record,false
hab-215,hab,4,A defendant fails to object at trial to coerced-confession evidence; the state appellate court denies review under a state-procedural-default rule. Under Wainwright v. Sykes:,The federal habeas court reaches the merits because procedural default does not bar federal review,The federal habeas court applies cause-and-prejudice to determine whether to excuse the procedural default,The federal habeas court applies AEDPA § 2254(d)(1) deference to the procedural default itself,The federal habeas court defers to the state-court procedural ruling without further inquiry,b,wainwright,default-cause,,Wainwright v. Sykes: cause-and-prejudice (or actual-innocence gateway) is the standard for excusing procedural default.,wainwright;default,false
hab-216,hab,4,"A federal habeas petitioner argues that his collateral-review counsel was ineffective for failing to raise an IATC claim. Under Coleman v. Thompson, the general rule:",Collateral-review attorney error excuses default if the underlying claim is colorable,Collateral-review counsel's negligence triggers a Strickland-style federal habeas analysis,"Collateral-review attorney error is not 'cause' to excuse default, because there is no constitutional right to counsel in collateral review",Collateral-review attorney error is always 'cause' under federal due-process standards,c,coleman-thomp,default-cause,,"Coleman: there is no constitutional right to counsel in state collateral proceedings, so attorney error there is not 'cause' (Martinez carved a narrow exception).",coleman;default,false
hab-217,hab,4,"In an Arizona-style state where IATC claims must be raised first on initial-review collateral, the petitioner's collateral-review counsel was ineffective. Under Martinez v. Ryan:",The procedural default is automatically excused because no other forum was available,Ineffective collateral-review counsel may serve as 'cause' to excuse default of the substantial IATC claim,Ineffective collateral-review counsel is never 'cause' under Coleman v. Thompson,The petitioner must independently establish actual innocence to excuse default,b,martinez,default-cause,,"Martinez v. Ryan: where state law channels IATC to initial-review collateral, ineffective counsel there can be 'cause' for the IATC default.",martinez;exception,false
hab-218,hab,4,"After a state conviction becomes final, the U.S. Supreme Court announces a new constitutional rule of criminal procedure. Under Teague v. Lane:",The new rule generally does not apply on collateral review unless it is a substantive rule or a rare watershed procedural rule,The new rule applies on collateral review only to capital cases,The new rule applies on collateral review because federal courts apply current constitutional law,The new rule applies only if the petitioner can show that diligent state-court litigation was impossible,a,teague,teague-retro,,"Teague: new procedural rules do not apply retroactively on collateral review. Two narrow exceptions: substantive rules placing conduct beyond criminal-law reach, and watershed procedural rules.",teague;retroactivity,false
hab-219,hab,4,"A state prisoner whose Fourth Amendment exclusionary-rule claim was fully litigated in state court (suppression hearing, appellate review) seeks federal habeas relief. Under Stone v. Powell:",Federal habeas review proceeds under § 2254(d)(1) deference,Federal habeas review proceeds de novo because Fourth Amendment claims are core,Federal habeas review is available only if the state-court ruling was clearly erroneous,Federal habeas review is unavailable because the state provided full and fair litigation opportunity,d,stone-powell,,,Stone v. Powell: 4A exclusionary-rule claims are not cognizable on habeas where the state gave full and fair litigation opportunity.,stone;4a,false
hab-220,hab,4,A petitioner files federal habeas more than one year after conviction-finality but produces credible new affidavits showing actual innocence. Under McQuiggin v. Perkins:,Actual innocence excuses procedural default but not AEDPA's SOL,The actual-innocence showing equitably tolls AEDPA's one-year statute of limitations,The petitioner must produce DNA evidence to invoke the actual-innocence gateway,The petition must be dismissed because AEDPA's SOL is jurisdictional,b,mcquiggin,,,McQuiggin: a credible actual-innocence claim under Schlup serves as an equitable gateway through AEDPA's SOL.,mcquiggin;innocence,false
just-221,just,4,"A taxpayer alleges that the federal government granted special tax exemptions to a particular religious organization in violation of the Establishment Clause. Under Flast v. Cohen, the taxpayer has standing if:",She can show economic harm from the exemption,Tax exemptions are categorically reviewable by any taxpayer,She can show a nexus between her status as taxpayer and a constitutional limit on Congress's spending power,Congress expressly authorized taxpayer suits in this context,c,flast,flast-test,,Flast v. Cohen: narrow taxpayer-standing exception requires (1) status-spending nexus and (2) status-constitutional-limit nexus. Tax exemptions raise harder questions than direct spending.,flast;hypo,false
just-222,just,5,A national news organization sues a federal agency challenging an alleged unwritten policy of withholding press credentials from disfavored outlets. Standing depends primarily on whether:,The First Amendment permits standing for institutional press challengers,"The organization itself faces a credible, particularized denial of credentials traceable to the policy",The plaintiff can establish injury common to the entire press corps,The agency has issued any formal policy statement,b,,,,Standing requires concrete particularized injury — not generalized press grievance. The organization's own credential history matters.,first-amendment;press;standing,false
just-223,just,4,A state sues to compel the federal government to enforce an immigration statute it allegedly under-enforces. Under United States v. Texas (2023):,States generally lack standing to challenge executive non-enforcement of federal immigration law,"States have standing only if they bear specific, identifiable financial costs",States have special solicitude in all immigration challenges under Massachusetts v. EPA,States have categorical 'parens patriae' standing to challenge federal under-enforcement,a,,,,"United States v. Texas (2023): the Court rejected state standing to challenge federal non-enforcement of immigration law, narrowing 'special solicitude' significantly.",states;standing;immigration,false
just-224,just,4,"A criminal defendant challenges his conviction in federal habeas; while the petition is pending, his sentence expires and he is released. The petition is:",Live only if the petitioner is on parole or supervised release,Live only if the petitioner secures a certificate of appealability,Moot because the sentence has been served,"Live because of collateral consequences (e.g., voting, immigration, future sentencing)",d,,,mootness,Spencer v. Kemna and Sibron line: collateral consequences keep habeas petitions live after release.,mootness;collateral,false
just-225,just,4,A state imposes pre-suit notice requirements on plaintiffs filing tort claims against state agencies. A § 1983 plaintiff has not complied. Under Felder v. Casey:,The state notice rule applies as a neutral procedural requirement,The state notice rule applies in state court but not federal court,The state notice rule is permissible if it provides for excuse upon good cause,The state notice rule is preempted in § 1983 actions because it burdens federal-law rights and is outcome-determinative,d,felder,,,Felder: state procedural rules that burden § 1983 rights and affect outcomes are preempted in both state and federal court.,felder;preemption,false
just-226,just,4,A federal employee challenges her supervisor's policies as facially unconstitutional. She has not yet been disciplined under the policies. The court should treat the case as:,"Ripe if the policies impose a credible, immediate threat of disciplinary action",Ripe whenever a federal-court suit is filed by a covered employee,Unripe absent actual disciplinary action against the employee,Unripe because federal-employment claims must first go through the MSPB,a,abbott-labs,ripeness-abbott,,Abbott Labs's two-prong test (fitness + hardship) governs pre-enforcement ripeness; credible threat of imminent enforcement supports ripeness.,ripeness;federal-employment,false
just-227,just,4,"In Lujan v. Defenders of Wildlife, the Court held that the Endangered Species Act's 'citizen suit' provision could not, by itself, confer standing on plaintiffs without imminent injury. The principle:","Citizen-suit provisions create only prudential standing, not Article III standing",Congress's procedural authorizations carry less weight than its substantive entitlements,Citizen-suit provisions are categorically suspect under Article III,Congress cannot statutorily abrogate Article III's injury-in-fact requirement,d,lujan,standing-art3,,Lujan: Congress can elevate intangible harms to Article III injury (TransUnion's clarification) but cannot manufacture injury where none exists.,lujan;citizen-suit,false
just-228,just,4,A First Amendment plaintiff sues to enjoin a state false-statements law that has been on the books for decades but has never been enforced. The court should:,Find the case ripe if the plaintiff alleges intent to engage in arguably proscribed speech and a credible threat of enforcement,Find the case justiciable only if the plaintiff has been previously prosecuted,Find the case unripe absent prior enforcement,Find the case unripe because never-enforced laws lack credible enforcement threat,a,sba-driehaus,,ripeness,"Susan B. Anthony List v. Driehaus: pre-enforcement First Amendment challenges are ripe with credible threat plus chilling of protected speech, even without prior enforcement.",sba;ripeness,false
just-229,just,4,"A federal agency conducts an enforcement investigation into Plaintiff's conduct. Plaintiff sues for declaratory and injunctive relief, alleging the underlying agency regulation violates the First Amendment. The court should:",Find the case unripe pending the agency's enforcement decision,Find the case ripe only if the agency has issued a formal charging document,Find the case ripe whenever a federal-court complaint is filed alongside agency proceedings,Find the case ripe if the investigation creates concrete burdens or chilling effects on protected conduct,d,abbott-labs,,ripeness,Abbott Labs and SBA: investigation-stage challenges are ripe where they impose concrete burdens or chill protected conduct.,ripeness;investigation,false
just-230,just,4,"A federal court is asked to decide whether the President's recess-appointment power was lawfully exercised. Under NLRB v. Noel Canning, this question:",Is a nonjusticiable political question committed to executive discretion,Was rendered moot by the President's later regular appointments,Is reviewable only by the Senate during confirmation proceedings,Is justiciable; the Court applied historical and textual analysis to define recess-appointment limits,d,,,political-question,"Noel Canning: the Court reviewed and decided the recess-appointment question on the merits, declining to treat it as a political question.",political-question;recess-appointment,false
cong-221,cong,4,Klein v. United States held a statute unconstitutional because it directed federal courts to disregard presidential pardons in particular cases. The principle:,Congress cannot affect ongoing litigation absent express constitutional authorization,Congress lacks authority over presidential pardons in any context,Congress cannot manipulate jurisdiction or substantive law to dictate outcomes in specific cases,The statute violated the 1st Amendment's protection of executive prerogative,c,klein,,jurisdiction-stripping,Klein: Congress may regulate jurisdiction but cannot use that power to compel particular outcomes — that crosses into legislative-judicial separation-of-powers territory.,klein;principle,false
cong-222,cong,5,"Congress passes a statute providing that no federal court shall have jurisdiction over claims under a specific federal statute, but state courts retain concurrent jurisdiction. The constitutional analysis:",Permissible only if Congress provides a substitute Article III tribunal,"Generally permissible under Sheldon v. Sill, with potential due-process concerns if state remedies are inadequate",Generally impermissible because Article III's vesting clause is mandatory,Permissible only if the statute applies prospectively to future claims,b,sheldon-sill,,jurisdiction-stripping,Sheldon v. Sill's logic supports such limits where state-court alternatives exist; due-process concerns may arise if state remedies are inadequate to vindicate federal rights.,jurisdiction-stripping;hypo,false
cong-223,cong,4,"In a bankruptcy proceeding, the trustee asserts a state-law fraudulent-transfer counterclaim against a creditor whose proof of claim is pending. Under Stern v. Marshall:",The bankruptcy court lacks any authority over the state-law counterclaim absent party consent,The bankruptcy court may finally adjudicate the counterclaim if it is necessarily resolved by the claim-allowance process,The bankruptcy court may finally adjudicate the counterclaim only after a § 157(b)(5) determination,The bankruptcy court must convert the proceeding to non-core matter,b,stern,,non-art-iii,"Stern's exception: when the counterclaim is necessarily resolved as part of claim allowance, bankruptcy courts may enter final judgment.",stern;hypo,false
cong-224,cong,4,Congress establishes a Patent Trial and Appeal Board within the USPTO to adjudicate patent validity in inter partes review proceedings. After Oil States v. Greene's Energy:,Patent validity is a private-rights matter requiring Article III adjudication,The PTAB violates Article III absent party consent,The PTAB's authority is limited to procedural questions; substantive validity requires Article III,The PTAB may adjudicate patent validity because patents are public rights subject to non-Article III review,d,,,non-art-iii,"Oil States: patents are public rights involving an extension of government power, so non-Article III adjudication is permissible.",oil-states;public-rights,false
cong-225,cong,4,Article III judges have life tenure and protected compensation under § 1. These protections apply to:,"Federal district, circuit, and Supreme Court judges, but not to bankruptcy or magistrate judges","All federal judicial officers, including bankruptcy and magistrate judges","Only Supreme Court Justices, with statutory protections for inferior judges",All federal judges and Article I tribunal judges with tenure protection by statute,a,,,structure,Article III's tenure and compensation protections apply only to Article III judges. Bankruptcy and magistrate judges are statutory creations with different tenure and structures.,article-iii;tenure,false
cong-226,cong,5,"Congress passes a statute providing that 'no court of the United States shall consider claims that the President's discharge of military advisors was unlawful, where such discharge is certified by the Secretary of Defense.' The statute most likely:",Is valid because military matters fall within public-rights doctrine,Faces Klein-style scrutiny because it appears to dictate outcomes through certification mechanisms,Is plainly valid under the Exceptions Clause,Is plainly invalid because Congress cannot affect military matters,b,klein,,jurisdiction-stripping,The certification mechanism resembles Klein's outcome-rigging — the statute essentially commands a result through jurisdictional language and executive-branch certification.,klein;hypo,false
cong-227,cong,3,Stern v. Marshall holds that the essential attributes of judicial power must remain in Article III courts. The 'essential attributes' include:,"All adjudicative functions, regardless of subject matter",Only the power to declare statutes unconstitutional,Only the power to punish criminal contempt,"Final adjudication of common-law claims, not merely tied to the resolution of public-rights matters",d,stern,,non-art-iii,Stern: the essential attributes include final adjudication of common-law claims that aren't necessarily resolved by the claim-allowance process.,stern;essential-attributes,false
cong-228,cong,4,A magistrate judge presides over a federal civil trial with the parties' written consent under § 636(c). The verdict is appealed:,"Directly to the court of appeals, bypassing the district judge",To the district judge for clear-error review,To the district judge for de novo review,To a different magistrate for review,a,peretz,,non-art-iii,"§ 636(c)(3): consent to magistrate adjudication confers direct appellate jurisdiction in the court of appeals, bypassing the district judge.",magistrate;appeal,false
cong-229,cong,4,Crowell v. Benson required de novo Article III review of 'jurisdictional facts' in agency adjudications. Modern doctrine:,Has expanded Crowell to require de novo review of all agency findings,"Has narrowed the jurisdictional-fact requirement, but the principle of essential Article III review remains",Has limited Crowell to admiralty cases,Has formally overruled Crowell,b,crowell,,non-art-iii,"Crowell's specific 'jurisdictional fact' doctrine has been narrowed in scope, but the broader principle that Article III review must accompany substantial agency adjudication remains.",crowell;modern,false
cong-230,cong,5,Congress passes a statute providing that no federal court shall have jurisdiction over any habeas petition filed by a Guantanamo detainee. After Boumediene v. Bush:,The statute is valid because Guantanamo is outside U.S. sovereign territory,The statute is unconstitutional under the Suspension Clause as applied to detainees with habeas rights,The statute is valid only after Congress declares a state of emergency,The statute is valid as a categorical Exceptions Clause exercise,b,boumediene,,jurisdiction-stripping,Boumediene: the Suspension Clause limits Congress's habeas-stripping power; Guantanamo detainees are within that protective reach.,boumediene;suspension,true
fqj-221,fqj,4,Plaintiff in state court alleges a state-law tort; defendant raises a federal civil-rights defense. Plaintiff anticipates this defense and pleads around it. Under L&N v. Mottley and the well-pleaded complaint rule:,The case is removable because complete preemption applies,The case is not removable because federal-law issues appear only in defense,The case is removable because the federal-law issue dominates the dispute,The case is removable because plaintiff anticipated the defense,b,mottley,mottley-wpc,,"Mottley's well-pleaded complaint rule: federal-law defenses do not support FQJ removal, even if anticipated. Skelly Oil extended this to declaratory-judgment plaintiffs.",mottley;wpc,false
fqj-222,fqj,4,Two state-law claims involve federal-law issues. Claim X: state quiet-title where IRS notice procedures' adequacy is necessarily disputed. Claim Y: state legal malpractice where the underlying federal patent issue is hypothetically litigated. Under Grable / Gunn:,Neither satisfies Grable because both arise from state-law causes of action,Both satisfy Grable equally because both involve federal-law issues,Claim X is more likely to satisfy Grable because it involves an actual federal-issue dispute affecting uniformity,Claim Y is more likely because patent law is uniquely federal,c,grable,grable-fqj,,Grable / Gunn: substantiality requires actual federal-issue disputes affecting the federal system. Hypothetical patent issues in malpractice cases (Gunn) do not satisfy.,grable;substantial,false
fqj-223,fqj,4,Plaintiff sues in federal court asserting a federal antitrust claim and a state-law unfair-competition claim. The two claims share factual proof about defendant's exclusionary practices. Under § 1367(a):,Supplemental jurisdiction extends only with consent of all parties,The federal court has supplemental jurisdiction over the state claim because the claims share a common nucleus,Supplemental jurisdiction extends only if the state claim is itself preempted,Supplemental jurisdiction does not extend because the legal theories differ,b,gibbs,gibbs-supp,,§ 1367(a) codifies Gibbs's common-nucleus test; closely related state claims are within supplemental jurisdiction.,section-1367;common-nucleus,false
fqj-224,fqj,4,Plaintiff (Texas) sues Defendant (New York) in federal court on a diversity claim. Defendant impleads Third-Party Defendant (Texas) under FRCP 14. Plaintiff then asserts a direct claim against Third-Party Defendant. Under § 1367(b):,The court has supplemental jurisdiction because Third-Party Defendant was already in the case,The court has supplemental jurisdiction if Third-Party Defendant consents,The court has FQJ over Plaintiff's claim because of FRCP 14's federal joinder rule,The court lacks supplemental jurisdiction over Plaintiff's claim against Third-Party Defendant because complete diversity would be destroyed,d,kroger,sec1367,,"§ 1367(b) codifies Kroger: in diversity cases, plaintiffs cannot use FRCP 14/19/20/24 joinder to evade complete diversity.",section-1367;diversity,false
fqj-225,fqj,4,"A federal officer is sued in state court for tort claims arising from on-duty conduct. Under 28 U.S.C. § 1442, the officer:",May remove the case to federal court even though the suit arises under state law,Must remove within 24 hours of being served,May remove only with the consent of all defendants,May remove only if a federal-law defense is asserted,a,,,,"§ 1442 federal-officer removal: federal officers may remove state-court suits arising from on-duty conduct, regardless of whether the well-pleaded complaint contains a federal claim.",section-1442;removal,false
fqj-226,fqj,4,"For diversity-jurisdiction purposes, a corporation incorporated in Delaware with headquarters and most administrative direction in Texas is a citizen of:","Texas only, because principal place of business is the modern test","Delaware and Texas, under Hertz Corp. v. Friend's nerve-center test","Delaware only, because state of incorporation is the historical test","Whichever state has more employees, under § 1332(c)",b,,,,Hertz: a corporation is a citizen of its state of incorporation AND the state where its 'nerve center' (headquarters/management) is located.,diversity;hertz,false
fqj-227,fqj,4,A French citizen sues a Florida citizen in federal court on a state-law contract claim. Diversity jurisdiction exists if:,The French citizen has lawful permanent residence in the United States,The contract claim implicates international law,"The amount in controversy exceeds $75,000 and § 1332(a)(2) alienage diversity is satisfied",The Florida citizen has consented to federal-court jurisdiction,c,,,,"§ 1332(a)(2) confers alienage diversity over disputes between U.S. citizens and foreign citizens, with $75,000 amount-in-controversy.",diversity;alienage,false
fqj-228,fqj,4,A defendant is served on Day 1 with a complaint that is removable. She files her notice of removal on Day 33. Plaintiff moves to remand. Under § 1446(b)(1):,"Removal is timely because the 30-day window runs from service of process, not receipt",Removal is timely because the federal court has discretion to extend,Remand is improper because the 30-day rule is procedural and waivable,Remand is proper because removal was filed beyond the 30-day window,d,,,,"§ 1446(b)(1): notice of removal must be filed within 30 days of receipt of the initial pleading. The deadline is procedural and motion-to-remand-waivable, but absent waiver, untimely removal is remanded.",removal;timing,false
fqj-229,fqj,5,"Exxon Mobil v. Allapattah held that in a diversity class action, supplemental jurisdiction extends to:","Class members whose individual damages fall below the $75,000 amount-in-controversy threshold, provided one named plaintiff satisfies the threshold",Class members whose claims arise under different state laws,Class members who are citizens of the same state as a defendant,Class members who joined after class certification,a,exxon,sec1367,,Exxon Mobil: § 1367(a) reaches class members below the amount-in-controversy threshold so long as at least one named plaintiff meets it. Different rule from § 1367(b)'s diversity-destruction limit.,exxon;supplemental,false
fqj-230,fqj,4,A federal court has dismissed all federal claims pretrial; only state-law claims remain. The court's discretion to retain or decline supplemental jurisdiction:,Is mechanical: must decline whenever federal claims are dismissed,Depends on whether the state claims would be barred by the SOL if remanded,Is mechanical: must retain to ensure prompt resolution,"Considers economy, convenience, fairness, and comity under § 1367(c) and Gibbs",d,,sec1367,,§ 1367(c) gives discretion to decline supplemental jurisdiction; the Gibbs factors guide. SOL tolling under § 1367(d) protects plaintiffs.,section-1367;discretion,false
scsr-221,scsr,4,A state court holds that 'this conviction must be reversed.' The opinion does not specify whether state or federal law controls. Under Michigan v. Long:,The Supreme Court presumes state-law reliance and declines,The Supreme Court presumes federal-law reliance and may review,The Supreme Court must vacate and remand for clarification,The Supreme Court reviews the federal-law portion only,b,michigan-long,mich-long,a-and-i,"Long's bright-line rule: where the opinion fairly appears to rest on federal law and is not clearly independent, federal review is presumed permissible.",long;hypo,false
scsr-222,scsr,4,A state supreme court interprets the federal Fourth Amendment more protectively than the U.S. Supreme Court has. The state-court interpretation 'overprotects' federal rights. Under Michigan v. Long:,The Supreme Court may still review and potentially correct the state-court interpretation,The Supreme Court declines review because the state interpretation favors individual rights,The state-court interpretation is binding within the state's territory,Review depends on whether the state has its own constitutional analog,a,michigan-long,mich-long,,Long permits review of state-court interpretations of federal law that 'overprotect' rights — the state may still be misreading federal precedent.,long;overprotection,false
scsr-223,scsr,5,"A state court holds that no contract was formed under state contract law, defeating a federal Contracts Clause claim. The Supreme Court considering review:",Must defer absolutely to the state-court interpretation under Murdock,May examine the state-law contract question with deference to but not absolute fidelity to the state-court interpretation,Declines review because the state-law ground is independent and adequate,Disregards the state-law antecedent and addresses the federal claim as if a contract existed,b,brand,,a-and-i,"Indiana ex rel. Anderson v. Brand: where state-law antecedents determine federal rights, Supreme Court review is permitted with deference. Murdock applies to disputes purely about state law.",brand;antecedent,false
scsr-224,scsr,4,NAACP v. Alabama held that a state procedural ground was 'inadequate' to bar federal review because:,The procedural rule was novel and had not been applied in analogous cases,The state had failed to publish the procedural rule,The procedural rule contradicted the state's own constitution,The procedural rule was unconstitutional under federal law,a,naacp-al,,a-and-i,NAACP v. Alabama: novel procedural applications — particularly when used against unpopular litigants — are not 'adequate' to bar federal review.,naacp;novel,false
scsr-225,scsr,3,"Under Murdock v. Memphis, the Supreme Court's appellate review of state-court judgments:",Extends to all errors in the state court's reasoning,Is unavailable absent express congressional authorization,Is generally limited to the federal-law questions in the case,Includes state-law antecedent issues unless waived,c,murdock,,,Murdock established that the federal Supreme Court reviews only federal-law questions on appeal from state courts.,murdock;black-letter,false
scsr-226,scsr,4,A state court issues an opinion citing both state and federal constitutional grounds without specifying which controls. The Supreme Court has the option to:,Decline review automatically,"Vacate and remand for clarification (Capital Cities), apply Long's presumption, or decline review based on apparent A&I",Review on the merits without inquiry into the basis,Apply only Long's presumption,b,capital-cities,,a-and-i,"Capital Cities: the Court has multiple tools when a state-court opinion is ambiguous, including vacate-and-remand for clarification and applying Long's presumption.",capital-cities;tools,false
scsr-227,scsr,4,"A defendant raises a federal Sixth Amendment claim for the first time in his petition for state-supreme-court rehearing, having not raised it in the state intermediate court. The Supreme Court reviews:",Under plain-error principles,Only if the state supreme court actually addressed the federal claim despite the late presentation,Only with leave of the state attorney general,De novo because preservation rules vary among states,b,cardinale,,,"Cardinale: federal claims must generally be raised below. If the state supreme court actually addresses the federal claim despite belatedness, that may suffice for federal review.",cardinale;preservation,false
